V,graph,ar_time_taken,mh_time_taken
200,"[[ 0 26 58 ... 51  4 10]
 [57  0 22 ... 99  9 64]
 [42 86  0 ... 27 22 43]
 ...
 [87 62  1 ...  0 91 16]
 [54 81 78 ... 83  0 40]
 [99 82 88 ... 25 43  0]]",0.000359,0.000377
300,"[[ 0 57 79 ... 50 46 79]
 [52  0 96 ... 22 12 88]
 [56  9  0 ... 40 37 74]
 ...
 [66 80 63 ...  0  0 58]
 [30 22 60 ...  7  0 59]
 [37 63 64 ... 63 19  0]]",0.000751,0.00076
400,"[[ 0  5 61 ... 83 43 36]
 [28  0 10 ... 24 35 21]
 [46 45  0 ... 17 46 66]
 ...
 [21 60 12 ...  0 40 52]
 [77 48 16 ... 27  0 67]
 [69 93 86 ... 70 23  0]]",0.001271,0.001418
500,"[[ 0 66 81 ... 55 10 41]
 [76  0 10 ... 30 23 90]
 [ 9 14  0 ... 91 84 32]
 ...
 [82 44 28 ...  0 48 48]
 [40 10 47 ... 70  0 63]
 [24 82 31 ... 62  9  0]]",0.001932,0.001842
600,"[[ 0 48 57 ... 43 32 97]
 [35  0 57 ... 70 46 39]
 [43  0  0 ... 29 27 80]
 ...
 [98 93  0 ...  0  2 60]
 [53 34 52 ... 20  0  0]
 [45  9 99 ... 53 89  0]]",0.002799,0.002567
700,"[[ 0 18 94 ... 37 58 27]
 [27  0  8 ... 55 30 33]
 [ 2 91  0 ... 78 26 18]
 ...
 [96 70 24 ...  0 53 47]
 [77 51 15 ... 38  0 33]
 [62 68 81 ... 26 97  0]]",0.004007,0.00386
800,"[[ 0 73 38 ... 39 40 98]
 [55  0 10 ... 95  1  2]
 [ 5 94  0 ... 37 47 98]
 ...
 [29 98 26 ...  0 31 79]
 [79 24 81 ... 81  0 94]
 [53 25 16 ... 56 57  0]]",0.004918,0.004438
900,"[[ 0 35 51 ... 17 35 36]
 [30  0 11 ... 91 38  5]
 [67 90  0 ... 81  6 14]
 ...
 [58 46 92 ...  0 63 53]
 [ 3 15 63 ... 30  0 74]
 [77 19 29 ... 36 94  0]]",0.006316,0.005566
1000,"[[ 0 94  2 ... 57 65 78]
 [98  0 31 ... 99 44 32]
 [88 91  0 ... 11 49 74]
 ...
 [21 97 14 ...  0 80 16]
 [48 24 89 ...  2  0 47]
 [70 91  1 ...  8 56  0]]",0.009369,0.006878
1100,"[[ 0 68 79 ...  7 85 47]
 [27  0 44 ... 55 32 11]
 [82 58  0 ... 91 89 98]
 ...
 [55 95 76 ...  0 32  9]
 [55 11  3 ... 24  0  2]
 [75  7 28 ... 79 15  0]]",0.009895,0.008644
1200,"[[ 0 60 91 ... 76 67 37]
 [66  0 64 ... 82 43 53]
 [17 36  0 ... 84 65  2]
 ...
 [ 8 70 81 ...  0 43 63]
 [35 86 18 ... 75  0 41]
 [10 61 68 ... 88 25  0]]",0.011443,0.009927
1300,"[[ 0 15  0 ... 94 72 29]
 [46  0 71 ... 89 68 54]
 [88 38  0 ... 68 34  1]
 ...
 [61  2 91 ...  0 25 98]
 [45 26 54 ... 52  0 21]
 [31 61 59 ... 28 62  0]]",0.013309,0.011728
1400,"[[ 0 92  5 ... 89 31 21]
 [68  0 61 ... 12 77 47]
 [43 28  0 ... 17 56 31]
 ...
 [79 42 92 ...  0 35 92]
 [32 45 78 ... 51  0 68]
 [45 11 70 ... 92 53  0]]",0.015379,0.01329
1500,"[[ 0 14 56 ... 97 32 54]
 [94  0 42 ...  6 25 44]
 [88 25  0 ... 64 62 42]
 ...
 [52 65 33 ...  0 28 52]
 [17 21 30 ... 84  0 65]
 [56 78  9 ... 58  4  0]]",0.017824,0.015642
1600,"[[ 0 44 19 ...  7 99 30]
 [12  0 82 ... 86 30 83]
 [16  5  0 ...  2 55 14]
 ...
 [81 47 61 ...  0 87 63]
 [ 3 97  9 ... 19  0 81]
 [48 64 85 ... 80 23  0]]",0.020583,0.01774
1700,"[[ 0 25 51 ... 42 74 36]
 [24  0 56 ... 43 10 37]
 [17  9  0 ... 48 74 53]
 ...
 [68 14 22 ...  0  5 27]
 [78 17 82 ... 19  0 35]
 [34 93 64 ... 23 99  0]]",0.022423,0.020084
1800,"[[ 0 80 30 ... 55 66  0]
 [34  0 47 ... 58 36 11]
 [ 1 30  0 ... 17 94 93]
 ...
 [57 79 78 ...  0 92 35]
 [78 39 92 ... 43  0 89]
 [23 13  6 ... 62 40  0]]",0.025721,0.022619
1900,"[[ 0 24 63 ... 64 60 27]
 [16  0 10 ... 10 76  1]
 [21 75  0 ...  7 67 13]
 ...
 [99 10 28 ...  0 74 74]
 [77 31 70 ... 21  0 93]
 [17 78 39 ... 27  5  0]]",0.02871,0.025165
2000,"[[ 0 72 43 ... 40 59 77]
 [ 8  0 21 ... 15 50 21]
 [35 94  0 ... 59 15 35]
 ...
 [42 37 47 ...  0 44 58]
 [48 42 83 ... 52  0 85]
 [97 29 41 ... 91 91  0]]",0.033197,0.028193
2100,"[[ 0 98 94 ... 71  5  6]
 [86  0 65 ... 58 41  0]
 [92  2  0 ...  1 42 84]
 ...
 [67 31 27 ...  0 38 95]
 [80 42 54 ... 65  0  2]
 [ 1  3  9 ... 89 52  0]]",0.037549,0.032674
2200,"[[ 0 82 41 ... 59 91  0]
 [74  0 67 ...  0 62 27]
 [81 58  0 ... 97 51  2]
 ...
 [ 2 49 20 ...  0 22 89]
 [59 19 44 ... 59  0 25]
 [27 36 32 ... 57 79  0]]",0.038008,0.034046
2300,"[[ 0 93  2 ... 81 97  8]
 [98  0 21 ... 30  9 81]
 [32 80  0 ... 56 34 77]
 ...
 [90 99 68 ...  0 64  4]
 [16 95 23 ... 69  0 37]
 [94 25 32 ... 93 68  0]]",0.042863,0.037243
2400,"[[ 0 67  6 ... 98 46 29]
 [45  0 46 ... 56 18 18]
 [95 53  0 ... 68 44 58]
 ...
 [87  9 28 ...  0 31 40]
 [19 89  5 ... 69  0 97]
 [68 11 30 ... 82 15  0]]",0.045495,0.041193
2500,"[[ 0 15 86 ... 74 48 80]
 [14  0 66 ... 22 53 13]
 [83 39  0 ... 20  9 69]
 ...
 [29 94 39 ...  0  9 54]
 [ 2 58 52 ... 46  0 41]
 [98 39 83 ... 25 50  0]]",0.050315,0.044522
2600,"[[ 0 46 91 ... 25 16 62]
 [ 8  0 84 ... 94 62 75]
 [91 51  0 ... 59 77 42]
 ...
 [64 81  4 ...  0  1 31]
 [45 15 62 ... 27  0 15]
 [ 1 21 35 ...  0 33  0]]",0.0555,0.047576
2700,"[[ 0 82 80 ...  2  2 34]
 [ 0  0 14 ... 56 16 96]
 [17 48  0 ... 29 80 32]
 ...
 [71 86 74 ...  0 82 31]
 [37 21  9 ... 52  0 49]
 [89 41  4 ... 12 75  0]]",0.061199,0.051923
2800,"[[ 0 75 26 ... 83 98 10]
 [79  0  7 ... 76 91  5]
 [98 15  0 ... 62 46  5]
 ...
 [64 80 13 ...  0 42 44]
 [11 45 23 ... 84  0 28]
 [53 60 95 ... 96 18  0]]",0.064809,0.055743
2900,"[[ 0 67 70 ... 41 77 51]
 [65  0 65 ... 77 41 64]
 [10 91  0 ... 28  0 22]
 ...
 [69 92 74 ...  0 90 94]
 [38 90 27 ... 16  0 95]
 [62 98 41 ... 47 61  0]]",0.071253,0.062
3000,"[[ 0 44  0 ... 62 19 94]
 [65  0 94 ... 46 94 71]
 [90 48  0 ... 69 43 40]
 ...
 [97 10 13 ...  0  9  5]
 [12 13 77 ... 83  0  7]
 [82 82 25 ... 15 47  0]]",0.077691,0.067364
3100,"[[ 0 93 50 ... 74 87 53]
 [70  0 34 ... 60 59 27]
 [98 32  0 ... 23 74 13]
 ...
 [93 33 81 ...  0 67 65]
 [23 16 21 ... 41  0 14]
 [98 86 39 ... 99 15  0]]",0.080172,0.069566
3200,"[[ 0 45 19 ... 78 34 73]
 [ 0  0 18 ... 81 81 34]
 [71 64  0 ...  2 95 36]
 ...
 [84 93 62 ...  0 22 13]
 [33 73 19 ... 37  0 53]
 [43 67 66 ... 71 65  0]]",0.088081,0.075008
3300,"[[ 0 30  3 ... 34 24 34]
 [51  0 23 ... 45 97 15]
 [88 86  0 ... 66 29 99]
 ...
 [78 86 78 ...  0 95 48]
 [30 95 57 ... 78  0 75]
 [61 34 49 ...  8 24  0]]",0.092078,0.079687
3400,"[[ 0  6 19 ... 46 76 94]
 [68  0 55 ... 90 94 97]
 [87 35  0 ... 29 24 14]
 ...
 [78 95 87 ...  0 41 94]
 [24 81 56 ... 43  0 23]
 [59 97  2 ... 21 14  0]]",0.121602,0.087794
3500,"[[ 0 11 53 ... 78 29 44]
 [46  0 39 ... 73 90 52]
 [90 16  0 ... 40 12 97]
 ...
 [31 69 98 ...  0 68 70]
 [84 97 17 ... 79  0 39]
 [86 80 81 ... 55 54  0]]",0.115333,0.092787
3600,"[[ 0 74 30 ... 97 82 18]
 [87  0 96 ... 11 60  6]
 [29  5  0 ... 45 81 75]
 ...
 [ 7 28 90 ...  0 78  2]
 [33 18 30 ... 28  0 99]
 [83 76 15 ... 83 92  0]]",0.119075,0.101866
3700,"[[ 0 62 29 ... 38 60 13]
 [90  0 26 ... 61 24 77]
 [77 50  0 ... 29 76 17]
 ...
 [87 65 24 ...  0 99 94]
 [75 50  5 ... 43  0 72]
 [38 87 99 ...  4 79  0]]",0.128218,0.103664
3800,"[[ 0 95 68 ...  4 45 94]
 [97  0 52 ... 89 16 46]
 [80  2  0 ... 16 37 48]
 ...
 [ 9 33  9 ...  0 13 40]
 [81 31 55 ... 13  0  9]
 [19 12 74 ... 42 17  0]]",0.140172,0.109646
3900,"[[ 0  6 68 ... 87 18 13]
 [83  0  2 ... 78  7  1]
 [54 23  0 ... 81 19  4]
 ...
 [ 8 21 68 ...  0  9 69]
 [68 53 18 ... 14  0 34]
 [62 29 16 ... 32 38  0]]",0.15595,0.11784
4000,"[[ 0 42 66 ... 51 74 53]
 [15  0 20 ...  9 31 65]
 [62 12  0 ... 43 61 50]
 ...
 [78 94 59 ...  0 85 75]
 [64 43 86 ... 93  0 20]
 [52 16 37 ... 18 45  0]]",0.143812,0.121034
4100,"[[ 0 81  0 ... 73  7 64]
 [40  0 24 ... 25 69 44]
 [49 62  0 ... 90 29 78]
 ...
 [76 55 88 ...  0 45  9]
 [61 48 12 ... 83  0 24]
 [32 31 59 ... 91 97  0]]",0.161442,0.146003
4200,"[[ 0 81 53 ... 53 78 30]
 [59  0 83 ... 87 82  2]
 [ 7 36  0 ... 36  6 62]
 ...
 [97 94 65 ...  0 17 33]
 [89 63 53 ... 83  0 79]
 [97 31  9 ... 32 48  0]]",0.189574,0.135339
4300,"[[ 0 68 97 ...  6 64  9]
 [80  0 82 ... 20 11 37]
 [33  5  0 ...  9 42 56]
 ...
 [84  5 71 ...  0  2 39]
 [47 73 81 ... 31  0 91]
 [53 23 83 ... 41 16  0]]",0.163657,0.13783
4400,"[[ 0 88 71 ... 80  9 40]
 [63  0 59 ... 27 33 22]
 [72 49  0 ... 11 71  7]
 ...
 [84 71 34 ...  0 64 41]
 [35 40  5 ...  2  0 47]
 [60 34 42 ...  7 66  0]]",0.209801,0.149888
4500,"[[ 0 32  3 ... 70 92 77]
 [42  0 86 ...  6 28 85]
 [ 6 55  0 ... 43 30 93]
 ...
 [90 44 42 ...  0 80 40]
 [74  7 12 ... 23  0 57]
 [91 74 76 ... 90 58  0]]",0.213912,0.168593
4600,"[[ 0  3 95 ... 86 60 27]
 [79  0 45 ...  3 97 28]
 [18 50  0 ... 37 85 41]
 ...
 [23  7 44 ...  0 49 27]
 [10 82 95 ... 51  0 97]
 [21 31 97 ... 75 68  0]]",0.231288,0.164799
4700,"[[ 0 75 13 ... 53 22 12]
 [61  0 24 ... 19 95 32]
 [85 51  0 ... 85 60 67]
 ...
 [34 63  3 ...  0 54 56]
 [96 15 33 ... 64  0 29]
 [98 96 20 ... 40 99  0]]",0.262506,0.175788
4800,"[[ 0 60 97 ... 59  7 48]
 [87  0 16 ... 90 11 82]
 [53 74  0 ... 77 72  8]
 ...
 [ 0 89 21 ...  0 99 73]
 [45 93 90 ... 66  0 31]
 [73 11 63 ... 53 65  0]]",0.264884,0.178877
4900,"[[ 0 80 69 ... 20 87 37]
 [95  0 97 ... 75 21 17]
 [96  8  0 ... 70 27 49]
 ...
 [11 56 42 ...  0 14 78]
 [45 61 61 ... 26  0  7]
 [92 64 66 ... 36 58  0]]",0.26195,0.19169
5000,"[[ 0 88 40 ... 62 56 50]
 [ 8  0 42 ... 55 15 76]
 [27 85  0 ... 28 79 77]
 ...
 [23 79 50 ...  0 25 64]
 [13 37 56 ... 40  0 63]
 [87 12 17 ... 61 41  0]]",0.302479,0.206956
