V,graph,ar_time_taken,mh_time_taken
1000,"[[ 0 28 26 ... 14 96 58]
 [14  0 36 ... 57 78 33]
 [51 86  0 ... 58 10 38]
 ...
 [38 19 61 ...  0 48 59]
 [ 1 12 59 ... 50  0 97]
 [42 54 79 ...  3 75  0]]",0.005712,0.005005
1100,"[[ 0  7 79 ...  3 73 36]
 [44  0 27 ... 19 10  7]
 [16 46  0 ... 73 51 61]
 ...
 [ 8 83 94 ...  0 81 48]
 [21 95 99 ... 91  0 54]
 [94  1 39 ... 70 74  0]]",0.006961,0.005945
1200,"[[ 0 81 77 ... 28 73  7]
 [84  0 13 ... 25 74  6]
 [54 66  0 ... 45 90 30]
 ...
 [16 32 14 ...  0 64 76]
 [75 53  1 ... 64  0 43]
 [78 58 62 ... 83  4  0]]",0.008324,0.006959
1300,"[[ 0 70 88 ... 24 42 24]
 [19  0 32 ... 25 59 21]
 [46 83  0 ... 21 80 62]
 ...
 [ 5 40  4 ...  0 24 30]
 [22 86 74 ... 34  0 31]
 [71 83  1 ... 71 75  0]]",0.009621,0.008432
1400,"[[ 0 74 46 ... 44 60 62]
 [62  0 52 ... 28 63 70]
 [92 43  0 ... 13 98 11]
 ...
 [88 41 82 ...  0 13 12]
 [ 0  5 15 ... 92  0 55]
 [87 36 92 ... 23 30  0]]",0.011204,0.009254
1500,"[[ 0 37 45 ... 32 14 79]
 [12  0 73 ... 60 70 63]
 [70 25  0 ... 53 90 35]
 ...
 [29 14 72 ...  0 64 16]
 [86 20 13 ... 58  0 36]
 [77 17 16 ... 78 65  0]]",0.013363,0.010902
1600,"[[ 0 71 74 ... 84 97 15]
 [21  0 53 ...  4 56 77]
 [64 80  0 ... 63 61 71]
 ...
 [55 53  1 ...  0 13 53]
 [45 63 49 ... 83  0 81]
 [89 37 43 ... 37 67  0]]",0.014846,0.012056
1700,"[[ 0 83 83 ... 13  7 65]
 [80  0 52 ... 26 25 74]
 [42 84  0 ...  6 55 79]
 ...
 [76  6 33 ...  0 21 91]
 [52 73 83 ... 38  0 22]
 [ 2 76 14 ... 89 91  0]]",0.016298,0.014601
1800,"[[ 0 84 13 ... 18 63 23]
 [92  0 19 ... 62 66 96]
 [54 36  0 ... 31 63 98]
 ...
 [86 70  5 ...  0 63 77]
 [72 57 34 ... 19  0 72]
 [20 15 62 ... 60 66  0]]",0.018684,0.015051
1900,"[[ 0  4 43 ... 70 13 48]
 [25  0 32 ... 73  2 11]
 [79 95  0 ... 52 79 94]
 ...
 [52 20 51 ...  0 69 15]
 [58 76 31 ... 44  0 98]
 [45 65  1 ... 94  6  0]]",0.020754,0.016856
2000,"[[ 0 91 92 ...  9  1 33]
 [44  0 18 ... 36 81 78]
 [60  5  0 ...  5 39 96]
 ...
 [93 89 70 ...  0  3 11]
 [37 71 77 ... 31  0 92]
 [ 4 12  1 ... 50 28  0]]",0.022966,0.018696
2100,"[[ 0 92 89 ...  8 53 37]
 [95  0 92 ... 70  8  3]
 [26 26  0 ... 31 20 83]
 ...
 [57 52 32 ...  0 80 80]
 [ 6 19 31 ... 90  0 83]
 [62 88 99 ... 87 53  0]]",0.025693,0.021007
2200,"[[ 0 81 74 ... 26  3 76]
 [67  0 44 ... 73 96 78]
 [24 68  0 ... 12 20 93]
 ...
 [44 77 42 ...  0 47 83]
 [29 93 97 ... 18  0 38]
 [88 45 91 ... 48 80  0]]",0.026019,0.022658
2300,"[[ 0 94  8 ... 56 16 80]
 [ 0  0 22 ... 48 68 56]
 [44 12  0 ... 63 86 84]
 ...
 [54 20 95 ...  0 60 65]
 [19 68 90 ... 48  0 15]
 [36 34 11 ... 80 44  0]]",0.03063,0.027132
2400,"[[ 0 74 75 ... 74 10 54]
 [74  0 65 ... 62 78 91]
 [27 26  0 ... 38 39  6]
 ...
 [65 45 11 ...  0 30 79]
 [38 20 60 ... 41  0 28]
 [94 48 11 ... 61 71  0]]",0.032483,0.026401
2500,"[[ 0 14 88 ... 55 23 14]
 [59  0 62 ... 95 72 56]
 [37 85  0 ... 46 97 17]
 ...
 [ 6 27 44 ...  0 47  8]
 [27 75 24 ... 96  0 10]
 [81 23 93 ... 49 95  0]]",0.034463,0.029269
2600,"[[ 0 96 98 ... 61 12 31]
 [54  0  6 ... 20 22 72]
 [69 37  0 ... 97 57 56]
 ...
 [48 40 97 ...  0 26 45]
 [78 76 35 ... 23  0 38]
 [26 73 82 ...  8 88  0]]",0.037647,0.03128
2700,"[[ 0  3  4 ... 21 49 60]
 [29  0 23 ... 51  9 56]
 [36 95  0 ... 64 98 28]
 ...
 [64  1 33 ...  0 28 53]
 [28 15 28 ... 86  0  3]
 [81 95 67 ... 35 52  0]]",0.042582,0.030851
2800,"[[ 0 78 47 ...  5 34  2]
 [23  0 36 ...  7 99 28]
 [95  8  0 ... 73 59 40]
 ...
 [93 58 54 ...  0 61 53]
 [ 0 21 43 ... 78  0  1]
 [51 29 61 ... 74 41  0]]",0.048387,0.039081
2900,"[[ 0 45 58 ... 11 66 13]
 [45  0 97 ... 22 41 59]
 [79 53  0 ... 74  2 30]
 ...
 [33 11 76 ...  0 97 98]
 [44 64  2 ...  2  0 43]
 [53  4 34 ...  0 19  0]]",0.050865,0.044753
3000,"[[ 0  8 76 ... 55 76 82]
 [ 3  0 15 ... 81 25  7]
 [26  4  0 ... 56 29 26]
 ...
 [56 17 32 ...  0 86 30]
 [55 72 80 ... 78  0  2]
 [43 91 89 ... 80 31  0]]",0.053524,0.040274
3100,"[[ 0 55 67 ... 56 32 21]
 [ 4  0 69 ... 95  6  1]
 [51 98  0 ... 89 98 43]
 ...
 [ 4 39 74 ...  0 91 51]
 [54 65 29 ... 83  0 38]
 [47 74 58 ...  1 30  0]]",0.060185,0.044234
3200,"[[ 0 33 63 ...  6 22 53]
 [81  0 93 ... 90  6 87]
 [35 89  0 ... 69 54 77]
 ...
 [62 42 41 ...  0 53  3]
 [56 83 74 ...  1  0 46]
 [45 86 55 ...  1 64  0]]",0.058539,0.047268
3300,"[[ 0 11 82 ... 76 96 83]
 [42  0 62 ... 62 74 93]
 [26 57  0 ... 49 10  7]
 ...
 [31 54 83 ...  0  5  1]
 [ 9 89 18 ... 82  0 94]
 [66 59 34 ... 72 53  0]]",0.059818,0.050318
3400,"[[ 0 36 25 ... 22 30 45]
 [65  0  3 ... 63  4 74]
 [56 60  0 ... 95 49  0]
 ...
 [67 29 32 ...  0 87 99]
 [39 46 66 ... 59  0 54]
 [93 64 56 ... 67 26  0]]",0.062313,0.056984
3500,"[[ 0 65 18 ... 55 93 72]
 [75  0 23 ... 64 22 81]
 [98 54  0 ... 76 99 88]
 ...
 [61 23 44 ...  0 99 17]
 [27 78 57 ... 28  0 26]
 [25 17 17 ... 59 84  0]]",0.079894,0.054705
3600,"[[ 0 98 79 ... 97 38 44]
 [61  0 79 ... 35 95 72]
 [85 15  0 ... 85  0 43]
 ...
 [37 30 42 ...  0 80 51]
 [53 28 96 ... 22  0 86]
 [31 30 22 ... 56 53  0]]",0.078097,0.058135
3700,"[[ 0 97 15 ... 35 49 65]
 [76  0 47 ... 78 20 73]
 [28 73  0 ... 49 52 23]
 ...
 [12 57 26 ...  0 34 85]
 [19 13 51 ...  4  0 46]
 [40 21 84 ... 98 25  0]]",0.085112,0.065315
3800,"[[ 0 49  0 ... 81 20 80]
 [45  0 28 ... 51 75 34]
 [42 31  0 ... 18 30 54]
 ...
 [60 33 72 ...  0 31 93]
 [20 10 35 ... 76  0 60]
 [ 3 98 58 ... 98 40  0]]",0.096037,0.066703
3900,"[[ 0 22 64 ... 67 59 77]
 [57  0 59 ... 60 11 97]
 [38  2  0 ... 15 34 11]
 ...
 [31 84 55 ...  0  7 34]
 [26 29 18 ... 39  0  1]
 [77 67 68 ... 97 88  0]]",0.093571,0.070343
4000,"[[ 0  6 65 ... 98 65  9]
 [49  0 26 ... 56 18 46]
 [52 47  0 ... 44 31 67]
 ...
 [33  9 73 ...  0 56 69]
 [ 0 25 92 ... 76  0  7]
 [35 29 28 ... 49 20  0]]",0.103562,0.073767
4100,"[[ 0 56 80 ... 36 35 64]
 [41  0 31 ... 81 82 50]
 [74 60  0 ... 35 87 22]
 ...
 [80 55 94 ...  0 97 37]
 [ 9 88  9 ... 86  0 44]
 [95 13 55 ... 93 96  0]]",0.095758,0.07531
4200,"[[ 0 81 46 ... 38 61  6]
 [72  0 27 ... 25 33  0]
 [42 48  0 ... 93 79 56]
 ...
 [50 18  1 ...  0  1 74]
 [ 6 58 94 ... 40  0 85]
 [43 40 74 ...  5 54  0]]",0.121467,0.088594
4300,"[[ 0 21 37 ... 90 23 31]
 [73  0 51 ... 19 47 20]
 [79 33  0 ... 19 92 67]
 ...
 [44 90 72 ...  0 98 78]
 [19 52 95 ... 13  0 92]
 [13 26 98 ...  4 69  0]]",0.120893,0.084664
4400,"[[ 0 86 44 ... 20 55 31]
 [38  0 40 ... 33 15 29]
 [74 69  0 ... 84 74 78]
 ...
 [83 15 91 ...  0 41 45]
 [36 47 74 ... 39  0  3]
 [88  9 98 ... 89 40  0]]",0.143022,0.093173
4500,"[[ 0 43 56 ... 45 17 23]
 [64  0 31 ... 57 77 93]
 [ 9 70  0 ... 43 27 90]
 ...
 [13 72 67 ...  0 19 84]
 [12 33 52 ... 84  0 96]
 [24 30 64 ... 26 91  0]]",0.136713,0.096776
4600,"[[ 0 30 65 ... 87 85 72]
 [14  0 49 ... 42 98 83]
 [10 80  0 ...  7 25 73]
 ...
 [45 72 98 ...  0 85 54]
 [57 38 56 ... 10  0 32]
 [ 4 70 26 ... 97 35  0]]",0.175077,0.108768
4700,"[[ 0 89  0 ... 80 54 47]
 [28  0 21 ... 77 30 63]
 [41 41  0 ... 22 74 78]
 ...
 [31 59 36 ...  0 44 46]
 [36 55 96 ... 30  0 16]
 [13 12 12 ... 37 22  0]]",0.141478,0.09968
4800,"[[ 0 73 58 ... 28  2  4]
 [49  0 15 ...  9 55 87]
 [56 35  0 ... 50 56 30]
 ...
 [90  9  1 ...  0 54  9]
 [83 16 76 ... 45  0 44]
 [25 85 58 ... 19 35  0]]",0.154164,0.107851
4900,"[[ 0 45 59 ...  7 34 75]
 [97  0 48 ... 64 34 64]
 [93 46  0 ... 86 67 27]
 ...
 [42 72 86 ...  0 74 37]
 [91 15  0 ... 59  0 66]
 [56 65 27 ... 34 94  0]]",0.172849,0.113366
5000,"[[ 0 48 34 ... 42 13 84]
 [37  0 61 ... 17  4 11]
 [32 76  0 ...  6 93 77]
 ...
 [99 49 38 ...  0 33 61]
 [ 3 59 13 ...  1  0 95]
 [57 36 94 ... 22 10  0]]",0.178267,0.117265
