V,graph,ar_time_taken,mh_time_taken
2900,"[[ 0  7 93 ... 67 62 96]
 [32  0 77 ... 87 25 72]
 [58 94  0 ... 80 40 12]
 ...
 [41  9  1 ...  0 46 55]
 [42 98 22 ... 46  0 11]
 [56 43 95 ... 21 98  0]]",0.052116,0.039265
3000,"[[ 0 36 20 ... 38 31 45]
 [92  0 99 ... 95 92 81]
 [49 38  0 ... 49 45 58]
 ...
 [66 21 39 ...  0 77 78]
 [95 19 46 ... 39  0 34]
 [31 48 12 ... 74 88  0]]",0.054559,0.050805
3100,"[[ 0 70  7 ... 27 65 33]
 [97  0 33 ... 85 26 15]
 [ 1 75  0 ... 57 92 29]
 ...
 [49 95 81 ...  0 85  7]
 [ 0  8 34 ... 79  0 89]
 [48 27 92 ...  4 31  0]]",0.060225,0.048956
3200,"[[ 0  6  3 ... 71 77 48]
 [91  0  6 ... 89 44 80]
 [41 23  0 ...  3 63 58]
 ...
 [71 49 52 ...  0 51 34]
 [49 63 86 ... 91  0  2]
 [14  1 95 ... 36 96  0]]",0.064264,0.049146
3300,"[[ 0 56 58 ... 94 40 56]
 [ 9  0 24 ... 70 17 60]
 [97 62  0 ... 15 49 25]
 ...
 [61 72 16 ...  0 10 49]
 [26 22 72 ... 16  0 51]
 [52 75 80 ... 54 52  0]]",0.065392,0.050775
3400,"[[ 0 78  5 ...  8 33 15]
 [23  0 54 ... 68  6 78]
 [43  1  0 ... 82 59 51]
 ...
 [47 60 65 ...  0 93 44]
 [69  6 38 ... 70  0 38]
 [78 52 89 ... 26 40  0]]",0.064969,0.054732
3500,"[[ 0 98 89 ... 33 63  9]
 [99  0 33 ... 94 96 30]
 [71 79  0 ... 70 43  3]
 ...
 [38 71 45 ...  0  8 73]
 [74  7 54 ...  3  0 54]
 [59 16 74 ... 86 65  0]]",0.069505,0.059083
3600,"[[ 0 14 36 ... 27 64 73]
 [24  0 48 ... 30  0  1]
 [80 97  0 ... 11 21 90]
 ...
 [ 5 67 18 ...  0 48 82]
 [92 42 16 ... 97  0 33]
 [88 59 63 ... 88 92  0]]",0.074282,0.058468
3700,"[[ 0 32 63 ... 65 61 44]
 [75  0 37 ... 37 56 42]
 [66  3  0 ... 72 98 56]
 ...
 [57 49 88 ...  0 60 52]
 [42 77 94 ... 68  0 90]
 [ 5  1 94 ...  2 87  0]]",0.082318,0.062974
3800,"[[ 0 86 31 ... 29 81 87]
 [18  0 91 ...  4 94 79]
 [17 73  0 ... 43 35  0]
 ...
 [86 61 28 ...  0 63 38]
 [64 64 26 ... 86  0 46]
 [71 52 16 ... 27 15  0]]",0.081479,0.064052
3900,"[[ 0 62 49 ...  5 71 62]
 [21  0 54 ... 22 85 72]
 [62 28  0 ... 11  4  5]
 ...
 [20 93 81 ...  0 35 18]
 [98 41 51 ... 78  0 78]
 [35 95 44 ... 79 45  0]]",0.092311,0.068399
4000,"[[ 0 63 80 ... 19 32 15]
 [88  0  4 ... 33 82 59]
 [39 78  0 ... 41  8 85]
 ...
 [55 79 80 ...  0 83 32]
 [24 43 88 ... 98  0 31]
 [19 75 78 ... 25 98  0]]",0.100223,0.074641
4100,"[[ 0  0 44 ... 34 90 45]
 [ 4  0 32 ... 98 94  3]
 [33 37  0 ... 79 78  9]
 ...
 [67 37  2 ...  0 30  3]
 [ 6 69 22 ... 55  0  3]
 [14 12 25 ... 65 34  0]]",0.097338,0.080672
4200,"[[ 0 29 69 ... 14 23 29]
 [10  0 71 ... 49 63 51]
 [65 30  0 ... 21  4 77]
 ...
 [22 61  1 ...  0 84  2]
 [79 82 56 ...  4  0 57]
 [39 28 95 ... 46 29  0]]",0.111834,0.082602
4300,"[[ 0 80 62 ... 31 91 12]
 [51  0  0 ... 60 66 32]
 [28 73  0 ... 42 61 63]
 ...
 [10 87 11 ...  0 33  1]
 [10 74 96 ... 92  0 51]
 [60 56 31 ... 29 55  0]]",0.11225,0.083327
4400,"[[ 0 16 12 ... 84 83 74]
 [12  0 98 ... 55 72 38]
 [49 11  0 ... 86 88 68]
 ...
 [12 44  7 ...  0 75 12]
 [52  4 93 ... 21  0 67]
 [32 40 35 ... 36 98  0]]",0.151979,0.123683
4500,"[[ 0 62 49 ... 45 96 65]
 [74  0 76 ...  4 76 20]
 [15 97  0 ... 50 74 51]
 ...
 [30 93 78 ...  0 27  3]
 [62 76 45 ... 37  0  4]
 [63 60 36 ... 39 50  0]]",0.159,0.115968
4600,"[[ 0 40  2 ...  6 84 58]
 [12  0 17 ... 52 76 48]
 [64  1  0 ... 62 19 21]
 ...
 [96 29 19 ...  0 85 54]
 [71 57 64 ... 66  0 58]
 [20  0 25 ... 44 93  0]]",0.151873,0.107909
4700,"[[ 0 69 20 ... 21 16 53]
 [21  0 37 ... 68  8 87]
 [ 4  8  0 ... 62 72 38]
 ...
 [31 91 61 ...  0 81 25]
 [77 47  8 ... 92  0 10]
 [42 36 59 ... 21 34  0]]",0.164165,0.105071
4800,"[[ 0 80 62 ... 62 61  2]
 [48  0 25 ... 40 66 27]
 [74 33  0 ... 48 40 85]
 ...
 [95 39 31 ...  0 39 33]
 [32 87 97 ... 16  0 31]
 [83 75 27 ... 83 61  0]]",0.160415,0.11069
4900,"[[ 0 17  6 ... 76 65 23]
 [ 5  0 31 ... 93  4 37]
 [47 84  0 ... 81 18 79]
 ...
 [30 62 94 ...  0 65 61]
 [29 28  9 ... 67  0 75]
 [29 61 68 ... 97 54  0]]",0.156619,0.110715
5000,"[[ 0 40 44 ... 86 54 85]
 [43  0 53 ... 30 97 59]
 [13 87  0 ... 29 15 50]
 ...
 [81 89 76 ...  0 14 73]
 [80 80 95 ... 91  0  7]
 [73  4 74 ... 21 49  0]]",0.172354,0.116084
