V,graph,ar_time_taken,mh_time_taken
1400,"[[ 0 94 92 ... 34 59 59]
 [33  0 11 ... 52 92 81]
 [48 53  0 ... 48  8 82]
 ...
 [42 25 87 ...  0 49 86]
 [28 80 35 ... 97  0 52]
 [48 43  6 ... 84 90  0]]",0.012193,0.009599
1500,"[[ 0 86 50 ... 26 32  9]
 [95  0 37 ... 97 77 44]
 [ 7  1  0 ... 33 79  5]
 ...
 [50 15 45 ...  0 45 68]
 [56 58 50 ... 74  0 10]
 [70 77 73 ... 40 37  0]]",0.012958,0.011042
1600,"[[ 0 45 74 ... 28 76 75]
 [51  0 48 ... 60 10 34]
 [43  3  0 ... 73 12 62]
 ...
 [ 1 36 38 ...  0 66 17]
 [81 13 35 ... 30  0 54]
 [35 89 36 ... 73 95  0]]",0.014775,0.012363
1700,"[[ 0 67 39 ... 70 30 66]
 [52  0 69 ... 78 71 56]
 [41 84  0 ... 46 16 45]
 ...
 [42 10 98 ...  0 22 15]
 [40 75 11 ... 24  0 64]
 [40 10 37 ... 75  1  0]]",0.016937,0.014463
1800,"[[ 0 12 22 ... 89 72 54]
 [10  0 37 ... 61  0 97]
 [84 86  0 ... 57 98 69]
 ...
 [14 49 70 ...  0 71 51]
 [44 87 47 ... 65  0 96]
 [60 77 29 ...  2 18  0]]",0.019128,0.016212
1900,"[[ 0 59  6 ... 54 53 17]
 [ 3  0 21 ... 10 53 74]
 [ 2 95  0 ... 47  4 30]
 ...
 [31 25 26 ...  0  6 15]
 [69 64  8 ...  4  0 32]
 [74 56 66 ... 56 94  0]]",0.020793,0.016176
2000,"[[ 0 15 11 ... 52 67 41]
 [32  0 11 ... 32 37 18]
 [ 6 59  0 ... 57 85 77]
 ...
 [41 11 37 ...  0 47 83]
 [27 88 31 ... 19  0 50]
 [90 74 12 ...  9 56  0]]",0.024043,0.020505
2100,"[[ 0 66 61 ... 61 34 27]
 [28  0 99 ... 49 73 12]
 [38 14  0 ... 86 93 95]
 ...
 [59 47 94 ...  0 44 28]
 [72  6  7 ... 96  0 38]
 [58 89 13 ... 62 17  0]]",0.026019,0.020363
2200,"[[ 0 48 72 ... 15 77 24]
 [39  0 29 ... 23 61 27]
 [11 92  0 ... 44 16 55]
 ...
 [23 90 65 ...  0 40 61]
 [81 69 94 ... 79  0 52]
 [44 96 52 ... 90 80  0]]",0.0264,0.021647
2300,"[[ 0 48 99 ... 69 58 44]
 [10  0 96 ... 87  7  7]
 [50 84  0 ... 24 49 43]
 ...
 [20 80 46 ...  0 33 13]
 [99 82 85 ... 35  0 86]
 [25 28 63 ... 82  5  0]]",0.02599,0.022093
2400,"[[ 0 50 25 ... 15 19 36]
 [93  0 73 ... 84  9 31]
 [86 47  0 ... 43 56 91]
 ...
 [29 39 70 ...  0 91 48]
 [64  6 98 ...  9  0 53]
 [28 18 35 ... 17 91  0]]",0.032128,0.024653
2500,"[[ 0 10 15 ... 88 33 47]
 [42  0 29 ... 42 31 90]
 [13 44  0 ... 76 18 67]
 ...
 [79 54 27 ...  0  3 14]
 [25 17 19 ... 10  0  5]
 [33 89 13 ... 68 69  0]]",0.036662,0.026404
2600,"[[ 0 50 15 ...  6 73 49]
 [ 6  0 61 ... 43 50 44]
 [58 76  0 ... 20 61 62]
 ...
 [27  7  3 ...  0 59 59]
 [59 25 36 ... 94  0 41]
 [17 37 92 ... 56 21  0]]",0.036948,0.028667
2700,"[[ 0 28 87 ... 10 32 39]
 [72  0 47 ... 41 46 91]
 [49 75  0 ... 29 98 68]
 ...
 [67 62 28 ...  0 67 11]
 [ 5 15 94 ... 16  0 30]
 [98 53 44 ... 76 97  0]]",0.040658,0.030776
2800,"[[ 0  5 97 ... 24 77 32]
 [84  0 10 ... 73 66 77]
 [ 9 12  0 ... 75 32 74]
 ...
 [70 87 77 ...  0 82 76]
 [36 21 64 ... 68  0 43]
 [96 96 98 ... 10 68  0]]",0.048522,0.038075
2900,"[[ 0 68 71 ... 59 65 62]
 [89  0 42 ... 18 83 88]
 [98 38  0 ... 68 54 34]
 ...
 [60 38 64 ...  0 14  1]
 [78 39 13 ...  1  0 73]
 [27 53 75 ... 14 68  0]]",0.048106,0.042046
3000,"[[ 0 17 23 ... 69 11 72]
 [66  0 18 ... 19 70 35]
 [56 41  0 ... 96 75 70]
 ...
 [58 27 11 ...  0 91  8]
 [92 80 12 ...  8  0 61]
 [15 58 83 ...  8 49  0]]",0.047024,0.039387
3100,"[[ 0 47 95 ... 88 58 98]
 [42  0 24 ... 67 27 94]
 [65  5  0 ... 54 37 12]
 ...
 [ 6 13  3 ...  0 41 89]
 [30 25 21 ... 21  0 35]
 [14 52  0 ... 16 92  0]]",0.054417,0.043233
3200,"[[ 0 87 79 ... 27 55 34]
 [29  0 88 ... 80 49 98]
 [68  3  0 ... 11 41 88]
 ...
 [88 45 56 ...  0 22 80]
 [ 9  9 28 ... 15  0 28]
 [98 48 14 ... 87 75  0]]",0.056925,0.044679
3300,"[[ 0 61 42 ... 87 94 79]
 [76  0 95 ... 17 59 61]
 [15 51  0 ... 62 25 83]
 ...
 [ 1 44  8 ...  0 23 62]
 [57 78 13 ... 48  0 79]
 [68  0 28 ... 11 70  0]]",0.064333,0.04892
3400,"[[ 0  9 40 ... 56 71  3]
 [65  0 64 ... 95  4  6]
 [ 2 37  0 ... 99 77 26]
 ...
 [86 51 29 ...  0 24 32]
 [71  4 76 ... 25  0 79]
 [50 72 38 ... 86 77  0]]",0.073068,0.056258
3500,"[[ 0  0  7 ... 31 54 21]
 [56  0 22 ...  9 51 75]
 [ 9 55  0 ... 94 53 57]
 ...
 [29 98 27 ...  0 20  5]
 [ 2  0 15 ...  2  0 87]
 [76 32 83 ... 91 87  0]]",0.074555,0.059181
3600,"[[ 0 14 23 ... 28 57  2]
 [64  0 77 ... 73 41 99]
 [82 88  0 ... 70 81 34]
 ...
 [38 82 34 ...  0 57 75]
 [96 52 41 ... 72  0 60]
 [87 79 55 ... 15 86  0]]",0.07642,0.060441
3700,"[[ 0 13 53 ... 48 48 20]
 [75  0 20 ... 46 79 95]
 [ 3 19  0 ... 10 85  7]
 ...
 [78 32 91 ...  0 70 66]
 [60 84 63 ... 58  0 88]
 [11 26 33 ... 99  2  0]]",0.083838,0.06044
3800,"[[ 0 29 88 ... 50 76 56]
 [34  0 51 ...  7 91 84]
 [50 28  0 ... 69 35 78]
 ...
 [35  6 99 ...  0 84 69]
 [81 83 44 ... 53  0  3]
 [45 56 87 ... 75 36  0]]",0.087736,0.06699
3900,"[[ 0  2  7 ... 84 88 72]
 [89  0 24 ... 64 32 73]
 [19 88  0 ... 99 69  0]
 ...
 [35 48 18 ...  0 47 28]
 [21 43 14 ...  7  0 73]
 [69 34 15 ... 10 73  0]]",0.095091,0.069006
4000,"[[ 0 28 43 ... 20 77 80]
 [14  0 58 ... 11 54 38]
 [49 13  0 ... 12 74  3]
 ...
 [30 61 71 ...  0 88 60]
 [ 0 70 30 ... 89  0 96]
 [88 26 66 ... 11 98  0]]",0.101709,0.075401
4100,"[[ 0 24 77 ... 43 90 18]
 [42  0  6 ... 60 79 32]
 [96 18  0 ... 70  6 83]
 ...
 [ 6 38 67 ...  0 19 66]
 [95 39  7 ... 68  0  7]
 [34  8 56 ... 28 14  0]]",0.113726,0.075789
4200,"[[ 0 55  0 ... 28 29 55]
 [38  0 37 ... 20  5 44]
 [43 67  0 ... 89 61 10]
 ...
 [87 64 36 ...  0 96 94]
 [30 75 31 ... 11  0 27]
 [86 33  2 ... 52  8  0]]",0.108083,0.081181
4300,"[[ 0 28  9 ... 89 58 89]
 [67  0 49 ... 93 96 86]
 [53  8  0 ... 90 56 26]
 ...
 [94 84 87 ...  0 32 66]
 [30 33 89 ...  1  0 19]
 [17  7 92 ... 97 23  0]]",0.111043,0.084754
4400,"[[ 0 21 68 ... 49 25 26]
 [81  0 71 ... 95 65 95]
 [84  9  0 ... 46 52 37]
 ...
 [55 87 40 ...  0 36 71]
 [47 36 23 ... 85  0 23]
 [94  8 14 ...  1  8  0]]",0.135303,0.091269
4500,"[[ 0 89 37 ... 24 70 18]
 [94  0 62 ... 41 50 46]
 [81 38  0 ... 88 46 35]
 ...
 [84 72 90 ...  0 93 62]
 [71  0  2 ... 88  0 77]
 [94 46 96 ... 96 80  0]]",0.133339,0.092878
4600,"[[ 0 30 94 ... 28 17 26]
 [62  0 75 ... 85 25 21]
 [33  7  0 ... 79 14 39]
 ...
 [52 62 88 ...  0 98 32]
 [ 1 28 64 ... 64  0 94]
 [95 17 84 ... 23 42  0]]",0.12675,0.096359
4700,"[[ 0  0 25 ... 95 22 63]
 [65  0 14 ...  4 22 78]
 [90 67  0 ... 33 62 47]
 ...
 [42 31  1 ...  0 10 80]
 [88 92 24 ... 97  0  2]
 [62 47 84 ... 30 77  0]]",0.171606,0.107645
4800,"[[ 0 76 97 ... 94 31 97]
 [ 8  0 99 ...  3 29 73]
 [51 66  0 ... 74 72 15]
 ...
 [52  1 43 ...  0 69 79]
 [61 70 18 ... 16  0 11]
 [89 91 27 ... 30 84  0]]",0.155378,0.106195
4900,"[[ 0 29 14 ... 87 42 78]
 [49  0 28 ... 42 74 32]
 [ 5 15  0 ... 60 88 32]
 ...
 [21 52 62 ...  0  2 24]
 [ 2 95 44 ...  9  0 56]
 [20 50 41 ... 11 76  0]]",0.168503,0.11521
5000,"[[ 0 61 19 ... 79 13 22]
 [14  0 17 ... 48 23 94]
 [87 68  0 ... 54 33 58]
 ...
 [73 35 25 ...  0  6 96]
 [61 43 50 ... 84  0 48]
 [98 55 22 ... 34 61  0]]",0.174085,0.121865
